epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.03656276315450668,0.026416365057229996,0.04635840562785987,0.5558525683033467,0.019962950461332694,0.5615001510584879
